id_matricula,id_estudiante,id_carrera,id_periodo,tipo_matricula,estado_matricula,nivel_cursado,fecha_matricula
540,156,6,3,continuidad,retirada,3,2023-03-01
541,157,1,4,nueva,suspendida,1,2023-08-01
542,158,2,4,nueva,vigente,1,2023-08-01
543,158,2,5,continuidad,vigente,2,2024-03-01
544,158,2,6,continuidad,vigente,3,2024-08-01
545,158,2,7,continuidad,vigente,4,2025-03-01
546,158,2,8,continuidad,vigente,5,2025-08-01
547,159,4,5,nueva,vigente,1,2024-03-01
548,159,4,6,continuidad,vigente,2,2024-08-01
549,159,4,7,continuidad,vigente,3,2025-03-01
550,159,4,8,continuidad,vigente,4,2025-08-01
551,160,5,8,nueva,vigente,1,2025-08-01
552,161,3,5,nueva,vigente,1,2024-03-01
553,161,3,6,continuidad,vigente,2,2024-08-01
554,161,3,7,continuidad,vigente,3,2025-03-01
555,161,3,8,continuidad,vigente,4,2025-08-01
556,162,6,5,nueva,vigente,1,2024-03-01
557,162,6,6,continuidad,vigente,2,2024-08-01
558,162,6,7,continuidad,vigente,3,2025-03-01
559,162,6,8,continuidad,vigente,4,2025-08-01
560,163,5,3,nueva,vigente,1,2023-03-01
561,163,5,4,continuidad,vigente,2,2023-08-01
562,163,5,5,continuidad,vigente,3,2024-03-01
563,163,5,6,continuidad,vigente,4,2024-08-01
564,163,5,7,continuidad,vigente,5,2025-03-01
565,163,5,8,continuidad,vigente,6,2025-08-01
566,164,6,5,nueva,vigente,1,2024-03-01
567,164,6,6,continuidad,retirada,2,2024-08-01
568,165,3,5,nueva,vigente,1,2024-03-01
569,165,3,6,continuidad,vigente,2,2024-08-01
570,165,3,7,continuidad,vigente,3,2025-03-01
571,165,3,8,continuidad,vigente,4,2025-08-01
572,166,2,7,nueva,vigente,1,2025-03-01
573,166,2,8,continuidad,vigente,2,2025-08-01
574,167,1,7,nueva,vigente,1,2025-03-01
575,167,1,8,continuidad,vigente,2,2025-08-01
576,168,4,5,nueva,vigente,1,2024-03-01
577,168,4,6,continuidad,vigente,2,2024-08-01
578,168,4,7,continuidad,vigente,3,2025-03-01
579,168,4,8,continuidad,vigente,4,2025-08-01
580,169,6,8,nueva,vigente,1,2025-08-01
581,170,1,5,nueva,vigente,1,2024-03-01
582,170,1,6,continuidad,vigente,2,2024-08-01
583,170,1,7,continuidad,retirada,3,2025-03-01
584,171,5,8,nueva,vigente,1,2025-08-01
585,172,2,3,nueva,vigente,1,2023-03-01
586,172,2,4,continuidad,vigente,2,2023-08-01
587,172,2,5,continuidad,vigente,3,2024-03-01
588,172,2,6,continuidad,vigente,4,2024-08-01
589,172,2,7,continuidad,vigente,5,2025-03-01
590,172,2,8,continuidad,vigente,6,2025-08-01
591,173,4,1,nueva,suspendida,1,2022-03-01
592,174,1,2,nueva,vigente,1,2022-08-01
593,174,1,3,continuidad,vigente,2,2023-03-01
594,174,1,4,continuidad,vigente,3,2023-08-01
595,174,1,5,continuidad,vigente,4,2024-03-01
596,174,1,6,continuidad,vigente,5,2024-08-01
597,174,1,7,continuidad,vigente,6,2025-03-01
598,174,1,8,continuidad,vigente,7,2025-08-01
599,175,5,7,nueva,vigente,1,2025-03-01
600,175,5,8,continuidad,vigente,2,2025-08-01
601,176,6,6,nueva,vigente,1,2024-08-01
602,176,6,7,continuidad,suspendida,2,2025-03-01
603,177,1,4,nueva,vigente,1,2023-08-01
604,177,1,5,continuidad,vigente,2,2024-03-01
605,177,1,6,continuidad,vigente,3,2024-08-01
606,177,1,7,continuidad,vigente,4,2025-03-01
607,177,1,8,continuidad,vigente,5,2025-08-01
608,178,3,3,nueva,vigente,1,2023-03-01
609,178,3,4,continuidad,vigente,2,2023-08-01
610,178,3,5,continuidad,vigente,3,2024-03-01
611,178,3,6,continuidad,vigente,4,2024-08-01
612,178,3,7,continuidad,vigente,5,2025-03-01
613,179,5,5,nueva,vigente,1,2024-03-01
614,179,5,6,continuidad,vigente,2,2024-08-01
615,179,5,7,continuidad,vigente,3,2025-03-01
616,179,5,8,continuidad,vigente,4,2025-08-01
617,180,5,3,nueva,vigente,1,2023-03-01
618,180,5,4,continuidad,vigente,2,2023-08-01
619,180,5,5,continuidad,vigente,3,2024-03-01
620,180,5,6,continuidad,vigente,4,2024-08-01
621,180,5,7,continuidad,vigente,5,2025-03-01
622,180,5,8,continuidad,vigente,6,2025-08-01
623,181,1,5,nueva,vigente,1,2024-03-01
624,181,1,6,continuidad,vigente,2,2024-08-01
625,181,1,7,continuidad,vigente,3,2025-03-01
626,181,1,8,continuidad,vigente,4,2025-08-01
627,182,1,6,nueva,vigente,1,2024-08-01
628,182,1,7,continuidad,vigente,2,2025-03-01
629,182,1,8,continuidad,vigente,3,2025-08-01
630,183,4,5,nueva,vigente,1,2024-03-01
631,183,4,6,continuidad,vigente,2,2024-08-01
632,183,4,7,continuidad,retirada,3,2025-03-01
633,184,1,5,nueva,vigente,1,2024-03-01
634,184,1,6,continuidad,vigente,2,2024-08-01
635,184,1,7,continuidad,vigente,3,2025-03-01
636,184,1,8,continuidad,vigente,4,2025-08-01
637,185,5,2,nueva,vigente,1,2022-08-01
638,185,5,3,continuidad,vigente,2,2023-03-01
639,185,5,4,continuidad,vigente,3,2023-08-01
640,185,5,5,continuidad,vigente,4,2024-03-01
641,185,5,6,continuidad,vigente,5,2024-08-01
642,185,5,7,continuidad,vigente,6,2025-03-01
643,185,5,8,continuidad,vigente,7,2025-08-01
644,186,3,7,nueva,retirada,1,2025-03-01
645,187,3,7,nueva,vigente,1,2025-03-01
646,187,3,8,continuidad,vigente,2,2025-08-01
647,188,4,1,nueva,vigente,1,2022-03-01
648,188,4,2,continuidad,vigente,2,2022-08-01
649,188,4,3,continuidad,vigente,3,2023-03-01
650,188,4,4,continuidad,vigente,4,2023-08-01
651,188,4,5,continuidad,vigente,5,2024-03-01
652,189,1,6,nueva,vigente,1,2024-08-01
653,189,1,7,continuidad,vigente,2,2025-03-01
654,189,1,8,continuidad,vigente,3,2025-08-01
655,190,3,8,nueva,vigente,1,2025-08-01
656,191,1,4,nueva,vigente,1,2023-08-01
657,191,1,5,continuidad,vigente,2,2024-03-01
658,191,1,6,continuidad,vigente,3,2024-08-01
659,191,1,7,continuidad,vigente,4,2025-03-01
660,191,1,8,continuidad,vigente,5,2025-08-01
661,192,2,7,nueva,vigente,1,2025-03-01
662,192,2,8,continuidad,vigente,2,2025-08-01
663,193,1,1,nueva,vigente,1,2022-03-01
664,193,1,2,continuidad,vigente,2,2022-08-01
665,193,1,3,continuidad,vigente,3,2023-03-01
666,193,1,4,continuidad,vigente,4,2023-08-01
667,193,1,5,continuidad,vigente,5,2024-03-01
668,193,1,6,continuidad,suspendida,6,2024-08-01
669,194,3,7,nueva,retirada,1,2025-03-01
670,195,6,6,nueva,vigente,1,2024-08-01
671,195,6,7,continuidad,vigente,2,2025-03-01
672,195,6,8,continuidad,vigente,3,2025-08-01
673,196,3,7,nueva,vigente,1,2025-03-01
674,196,3,8,continuidad,vigente,2,2025-08-01
675,197,5,5,nueva,vigente,1,2024-03-01
676,197,5,6,continuidad,retirada,2,2024-08-01
677,198,3,7,nueva,vigente,1,2025-03-01
678,198,3,8,continuidad,vigente,2,2025-08-01
679,199,2,7,nueva,suspendida,1,2025-03-01
680,200,1,3,nueva,vigente,1,2023-03-01
681,200,1,4,continuidad,vigente,2,2023-08-01
682,200,1,5,continuidad,vigente,3,2024-03-01
683,200,1,6,continuidad,vigente,4,2024-08-01
684,200,1,7,continuidad,vigente,5,2025-03-01
685,200,1,8,continuidad,vigente,6,2025-08-01
686,201,3,6,nueva,vigente,1,2024-08-01
687,201,3,7,continuidad,vigente,2,2025-03-01
688,201,3,8,continuidad,vigente,3,2025-08-01
689,202,3,7,nueva,vigente,1,2025-03-01
690,202,3,8,continuidad,vigente,2,2025-08-01
691,203,4,7,nueva,vigente,1,2025-03-01
692,203,4,8,continuidad,vigente,2,2025-08-01
693,204,5,5,nueva,vigente,1,2024-03-01
694,204,5,6,continuidad,vigente,2,2024-08-01
695,204,5,7,continuidad,vigente,3,2025-03-01
696,204,5,8,continuidad,vigente,4,2025-08-01
697,205,4,3,nueva,vigente,1,2023-03-01
698,205,4,4,continuidad,vigente,2,2023-08-01
699,205,4,5,continuidad,vigente,3,2024-03-01
700,205,4,6,continuidad,vigente,4,2024-08-01
701,205,4,7,continuidad,retirada,5,2025-03-01
702,206,5,5,nueva,vigente,1,2024-03-01
703,206,5,6,continuidad,vigente,2,2024-08-01
704,206,5,7,continuidad,vigente,3,2025-03-01
705,206,5,8,continuidad,vigente,4,2025-08-01
706,207,3,5,nueva,vigente,1,2024-03-01
707,207,3,6,continuidad,vigente,2,2024-08-01
708,207,3,7,continuidad,vigente,3,2025-03-01
709,207,3,8,continuidad,vigente,4,2025-08-01
710,208,3,2,nueva,vigente,1,2022-08-01
711,208,3,3,continuidad,vigente,2,2023-03-01
712,208,3,4,continuidad,vigente,3,2023-08-01
713,208,3,5,continuidad,vigente,4,2024-03-01
714,208,3,6,continuidad,vigente,5,2024-08-01
715,209,4,6,nueva,vigente,1,2024-08-01
716,209,4,7,continuidad,suspendida,2,2025-03-01
717,210,4,7,nueva,vigente,1,2025-03-01
718,210,4,8,continuidad,vigente,2,2025-08-01
719,211,4,5,nueva,vigente,1,2024-03-01
720,211,4,6,continuidad,vigente,2,2024-08-01
721,211,4,7,continuidad,vigente,3,2025-03-01
722,211,4,8,continuidad,vigente,4,2025-08-01
723,212,6,4,nueva,vigente,1,2023-08-01
724,212,6,5,continuidad,vigente,2,2024-03-01
725,212,6,6,continuidad,retirada,3,2024-08-01
726,213,3,7,nueva,vigente,1,2025-03-01
727,213,3,8,continuidad,vigente,2,2025-08-01
728,214,6,7,nueva,vigente,1,2025-03-01
729,214,6,8,continuidad,vigente,2,2025-08-01
730,215,2,1,nueva,vigente,1,2022-03-01
731,215,2,2,continuidad,retirada,2,2022-08-01
732,216,1,3,nueva,vigente,1,2023-03-01
733,216,1,4,continuidad,vigente,2,2023-08-01
734,216,1,5,continuidad,vigente,3,2024-03-01
735,216,1,6,continuidad,vigente,4,2024-08-01
736,216,1,7,continuidad,vigente,5,2025-03-01
737,216,1,8,continuidad,vigente,6,2025-08-01
738,217,5,5,nueva,vigente,1,2024-03-01
739,217,5,6,continuidad,vigente,2,2024-08-01
740,217,5,7,continuidad,vigente,3,2025-03-01
741,217,5,8,continuidad,vigente,4,2025-08-01
742,218,5,5,nueva,vigente,1,2024-03-01
743,218,5,6,continuidad,vigente,2,2024-08-01
744,218,5,7,continuidad,vigente,3,2025-03-01
745,218,5,8,continuidad,vigente,4,2025-08-01
746,219,6,7,nueva,vigente,1,2025-03-01
747,219,6,8,continuidad,vigente,2,2025-08-01
748,220,4,6,nueva,retirada,1,2024-08-01
749,221,5,3,nueva,vigente,1,2023-03-01
750,221,5,4,continuidad,vigente,2,2023-08-01
751,221,5,5,continuidad,suspendida,3,2024-03-01
752,222,3,3,nueva,vigente,1,2023-03-01
753,222,3,4,continuidad,retirada,2,2023-08-01
754,223,3,4,nueva,vigente,1,2023-08-01
755,223,3,5,continuidad,suspendida,2,2024-03-01
756,224,5,1,nueva,vigente,1,2022-03-01
757,224,5,2,continuidad,suspendida,2,2022-08-01
758,225,6,3,nueva,suspendida,1,2023-03-01
759,226,2,6,nueva,vigente,1,2024-08-01
760,226,2,7,continuidad,vigente,2,2025-03-01
761,226,2,8,continuidad,vigente,3,2025-08-01
762,227,4,7,nueva,vigente,1,2025-03-01
763,227,4,8,continuidad,vigente,2,2025-08-01
764,228,1,1,nueva,vigente,1,2022-03-01
765,228,1,2,continuidad,vigente,2,2022-08-01
766,228,1,3,continuidad,vigente,3,2023-03-01
767,228,1,4,continuidad,vigente,4,2023-08-01
768,228,1,5,continuidad,vigente,5,2024-03-01
769,228,1,6,continuidad,vigente,6,2024-08-01
770,228,1,7,continuidad,vigente,7,2025-03-01
771,228,1,8,continuidad,vigente,8,2025-08-01
772,229,3,2,nueva,suspendida,1,2022-08-01
773,230,3,5,nueva,vigente,1,2024-03-01
774,230,3,6,continuidad,vigente,2,2024-08-01
775,230,3,7,continuidad,vigente,3,2025-03-01
776,230,3,8,continuidad,vigente,4,2025-08-01
777,231,5,5,nueva,vigente,1,2024-03-01
778,231,5,6,continuidad,vigente,2,2024-08-01
779,231,5,7,continuidad,vigente,3,2025-03-01
780,231,5,8,continuidad,vigente,4,2025-08-01
781,232,2,7,nueva,vigente,1,2025-03-01
782,232,2,8,continuidad,vigente,2,2025-08-01
783,233,6,5,nueva,vigente,1,2024-03-01
784,233,6,6,continuidad,vigente,2,2024-08-01
785,233,6,7,continuidad,vigente,3,2025-03-01
786,233,6,8,continuidad,vigente,4,2025-08-01
787,234,4,5,nueva,vigente,1,2024-03-01
788,234,4,6,continuidad,vigente,2,2024-08-01
789,234,4,7,continuidad,suspendida,3,2025-03-01
790,235,2,8,nueva,vigente,1,2025-08-01
791,236,5,4,nueva,vigente,1,2023-08-01
792,236,5,5,continuidad,vigente,2,2024-03-01
793,236,5,6,continuidad,vigente,3,2024-08-01
794,236,5,7,continuidad,vigente,4,2025-03-01
795,236,5,8,continuidad,vigente,5,2025-08-01
796,237,5,7,nueva,vigente,1,2025-03-01
797,237,5,8,continuidad,vigente,2,2025-08-01
798,238,4,5,nueva,retirada,1,2024-03-01
799,239,1,5,nueva,vigente,1,2024-03-01
800,239,1,6,continuidad,vigente,2,2024-08-01
801,239,1,7,continuidad,vigente,3,2025-03-01
802,239,1,8,continuidad,vigente,4,2025-08-01
803,240,1,7,nueva,vigente,1,2025-03-01
804,240,1,8,continuidad,vigente,2,2025-08-01
805,241,5,1,nueva,vigente,1,2022-03-01
806,241,5,2,continuidad,vigente,2,2022-08-01
807,241,5,3,continuidad,vigente,3,2023-03-01
808,241,5,4,continuidad,vigente,4,2023-08-01
809,241,5,5,continuidad,vigente,5,2024-03-01
810,241,5,6,continuidad,vigente,6,2024-08-01
811,241,5,7,continuidad,retirada,7,2025-03-01
812,242,1,8,nueva,vigente,1,2025-08-01
813,243,5,7,nueva,vigente,1,2025-03-01
814,243,5,8,continuidad,vigente,2,2025-08-01
815,244,5,7,nueva,vigente,1,2025-03-01
816,244,5,8,continuidad,vigente,2,2025-08-01
817,245,4,5,nueva,vigente,1,2024-03-01
818,245,4,6,continuidad,vigente,2,2024-08-01
819,245,4,7,continuidad,vigente,3,2025-03-01
820,245,4,8,continuidad,vigente,4,2025-08-01
821,246,4,1,nueva,suspendida,1,2022-03-01
822,247,6,1,nueva,retirada,1,2022-03-01
823,248,3,3,nueva,retirada,1,2023-03-01
824,249,2,6,nueva,vigente,1,2024-08-01
825,249,2,7,continuidad,vigente,2,2025-03-01
826,249,2,8,continuidad,vigente,3,2025-08-01
827,250,2,3,nueva,vigente,1,2023-03-01
828,250,2,4,continuidad,vigente,2,2023-08-01
829,250,2,5,continuidad,vigente,3,2024-03-01
830,250,2,6,continuidad,vigente,4,2024-08-01
831,250,2,7,continuidad,vigente,5,2025-03-01
832,250,2,8,continuidad,vigente,6,2025-08-01
833,251,1,6,nueva,vigente,1,2024-08-01
834,251,1,7,continuidad,vigente,2,2025-03-01
835,251,1,8,continuidad,vigente,3,2025-08-01
836,252,5,1,nueva,vigente,1,2022-03-01
837,252,5,2,continuidad,vigente,2,2022-08-01
838,252,5,3,continuidad,vigente,3,2023-03-01
839,252,5,4,continuidad,retirada,4,2023-08-01
840,253,3,2,nueva,vigente,1,2022-08-01
841,253,3,3,continuidad,vigente,2,2023-03-01
842,253,3,4,continuidad,vigente,3,2023-08-01
843,253,3,5,continuidad,vigente,4,2024-03-01
844,253,3,6,continuidad,vigente,5,2024-08-01
845,254,2,8,nueva,vigente,1,2025-08-01
846,255,1,5,nueva,vigente,1,2024-03-01
847,255,1,6,continuidad,vigente,2,2024-08-01
848,255,1,7,continuidad,vigente,3,2025-03-01
849,255,1,8,continuidad,vigente,4,2025-08-01
850,256,6,8,nueva,vigente,1,2025-08-01
851,257,5,3,nueva,vigente,1,2023-03-01
852,257,5,4,continuidad,vigente,2,2023-08-01
853,257,5,5,continuidad,vigente,3,2024-03-01
854,257,5,6,continuidad,vigente,4,2024-08-01
855,257,5,7,continuidad,vigente,5,2025-03-01
856,257,5,8,continuidad,vigente,6,2025-08-01
857,258,2,7,nueva,vigente,1,2025-03-01
858,258,2,8,continuidad,vigente,2,2025-08-01
859,259,1,5,nueva,vigente,1,2024-03-01
860,259,1,6,continuidad,vigente,2,2024-08-01
861,259,1,7,continuidad,vigente,3,2025-03-01
862,259,1,8,continuidad,vigente,4,2025-08-01
863,260,1,7,nueva,vigente,1,2025-03-01
864,260,1,8,continuidad,vigente,2,2025-08-01
865,261,6,3,nueva,suspendida,1,2023-03-01
866,262,6,1,nueva,vigente,1,2022-03-01
867,262,6,2,continuidad,vigente,2,2022-08-01
868,262,6,3,continuidad,vigente,3,2023-03-01
869,262,6,4,continuidad,vigente,4,2023-08-01
870,262,6,5,continuidad,vigente,5,2024-03-01
871,263,1,4,nueva,vigente,1,2023-08-01
872,263,1,5,continuidad,retirada,2,2024-03-01
873,264,4,5,nueva,vigente,1,2024-03-01
874,264,4,6,continuidad,suspendida,2,2024-08-01
875,265,6,8,nueva,vigente,1,2025-08-01
876,266,5,5,nueva,vigente,1,2024-03-01
877,266,5,6,continuidad,vigente,2,2024-08-01
878,266,5,7,continuidad,vigente,3,2025-03-01
879,266,5,8,continuidad,vigente,4,2025-08-01
880,267,3,4,nueva,vigente,1,2023-08-01
881,267,3,5,continuidad,vigente,2,2024-03-01
882,267,3,6,continuidad,vigente,3,2024-08-01
883,267,3,7,continuidad,vigente,4,2025-03-01
884,267,3,8,continuidad,vigente,5,2025-08-01
885,268,3,7,nueva,retirada,1,2025-03-01
886,269,5,5,nueva,suspendida,1,2024-03-01
887,270,4,5,nueva,vigente,1,2024-03-01
888,270,4,6,continuidad,vigente,2,2024-08-01
889,270,4,7,continuidad,vigente,3,2025-03-01
890,270,4,8,continuidad,vigente,4,2025-08-01
891,271,1,3,nueva,suspendida,1,2023-03-01
892,272,6,4,nueva,vigente,1,2023-08-01
893,272,6,5,continuidad,vigente,2,2024-03-01
894,272,6,6,continuidad,vigente,3,2024-08-01
895,272,6,7,continuidad,vigente,4,2025-03-01
896,272,6,8,continuidad,vigente,5,2025-08-01
897,273,4,3,nueva,vigente,1,2023-03-01
898,273,4,4,continuidad,vigente,2,2023-08-01
899,273,4,5,continuidad,suspendida,3,2024-03-01
900,274,4,7,nueva,vigente,1,2025-03-01
901,274,4,8,continuidad,vigente,2,2025-08-01
902,275,6,8,nueva,vigente,1,2025-08-01
903,276,5,2,nueva,vigente,1,2022-08-01
904,276,5,3,continuidad,vigente,2,2023-03-01
905,276,5,4,continuidad,vigente,3,2023-08-01
906,276,5,5,continuidad,vigente,4,2024-03-01
907,276,5,6,continuidad,vigente,5,2024-08-01
908,276,5,7,continuidad,vigente,6,2025-03-01
909,276,5,8,continuidad,vigente,7,2025-08-01
910,277,4,7,nueva,vigente,1,2025-03-01
911,277,4,8,continuidad,vigente,2,2025-08-01
912,278,6,5,nueva,vigente,1,2024-03-01
913,278,6,6,continuidad,vigente,2,2024-08-01
914,278,6,7,continuidad,vigente,3,2025-03-01
915,278,6,8,continuidad,vigente,4,2025-08-01
916,279,3,6,nueva,vigente,1,2024-08-01
917,279,3,7,continuidad,vigente,2,2025-03-01
918,279,3,8,continuidad,vigente,3,2025-08-01
919,280,3,8,nueva,vigente,1,2025-08-01
920,281,5,7,nueva,vigente,1,2025-03-01
921,281,5,8,continuidad,vigente,2,2025-08-01
922,282,6,3,nueva,vigente,1,2023-03-01
923,282,6,4,continuidad,vigente,2,2023-08-01
924,282,6,5,continuidad,vigente,3,2024-03-01
925,282,6,6,continuidad,vigente,4,2024-08-01
926,282,6,7,continuidad,vigente,5,2025-03-01
927,283,4,8,nueva,vigente,1,2025-08-01
928,284,5,6,nueva,vigente,1,2024-08-01
929,284,5,7,continuidad,vigente,2,2025-03-01
930,284,5,8,continuidad,vigente,3,2025-08-01
931,285,3,3,nueva,vigente,1,2023-03-01
932,285,3,4,continuidad,vigente,2,2023-08-01
933,285,3,5,continuidad,vigente,3,2024-03-01
934,285,3,6,continuidad,vigente,4,2024-08-01
935,285,3,7,continuidad,retirada,5,2025-03-01
936,286,6,5,nueva,vigente,1,2024-03-01
937,286,6,6,continuidad,vigente,2,2024-08-01
938,286,6,7,continuidad,suspendida,3,2025-03-01
939,287,3,3,nueva,retirada,1,2023-03-01
940,288,6,8,nueva,vigente,1,2025-08-01
941,289,5,1,nueva,vigente,1,2022-03-01
942,289,5,2,continuidad,vigente,2,2022-08-01
943,289,5,3,continuidad,vigente,3,2023-03-01
944,289,5,4,continuidad,vigente,4,2023-08-01
945,289,5,5,continuidad,vigente,5,2024-03-01
946,289,5,6,continuidad,vigente,6,2024-08-01
947,289,5,7,continuidad,retirada,7,2025-03-01
948,290,1,5,nueva,retirada,1,2024-03-01
949,291,5,3,nueva,vigente,1,2023-03-01
950,291,5,4,continuidad,vigente,2,2023-08-01
951,291,5,5,continuidad,vigente,3,2024-03-01
952,291,5,6,continuidad,vigente,4,2024-08-01
953,291,5,7,continuidad,vigente,5,2025-03-01
954,291,5,8,continuidad,vigente,6,2025-08-01
955,292,3,1,nueva,vigente,1,2022-03-01
956,292,3,2,continuidad,vigente,2,2022-08-01
957,292,3,3,continuidad,vigente,3,2023-03-01
958,292,3,4,continuidad,vigente,4,2023-08-01
959,292,3,5,continuidad,vigente,5,2024-03-01
960,293,3,7,nueva,suspendida,1,2025-03-01
961,294,1,1,nueva,vigente,1,2022-03-01
962,294,1,2,continuidad,suspendida,2,2022-08-01
963,295,5,3,nueva,retirada,1,2023-03-01
964,296,2,3,nueva,suspendida,1,2023-03-01
965,297,4,4,nueva,vigente,1,2023-08-01
966,297,4,5,continuidad,vigente,2,2024-03-01
967,297,4,6,continuidad,vigente,3,2024-08-01
968,297,4,7,continuidad,vigente,4,2025-03-01
969,297,4,8,continuidad,vigente,5,2025-08-01
970,298,4,4,nueva,vigente,1,2023-08-01
971,298,4,5,continuidad,vigente,2,2024-03-01
972,298,4,6,continuidad,vigente,3,2024-08-01
973,298,4,7,continuidad,vigente,4,2025-03-01
974,298,4,8,continuidad,vigente,5,2025-08-01
975,299,4,7,nueva,retirada,1,2025-03-01
976,300,2,7,nueva,vigente,1,2025-03-01
977,300,2,8,continuidad,vigente,2,2025-08-01
978,301,1,6,nueva,vigente,1,2024-08-01
979,301,1,7,continuidad,vigente,2,2025-03-01
980,301,1,8,continuidad,vigente,3,2025-08-01
981,302,2,1,nueva,vigente,1,2022-03-01
982,302,2,2,continuidad,vigente,2,2022-08-01
983,302,2,3,continuidad,vigente,3,2023-03-01
984,302,2,4,continuidad,vigente,4,2023-08-01
985,302,2,5,continuidad,vigente,5,2024-03-01
986,302,2,6,continuidad,vigente,6,2024-08-01
987,302,2,7,continuidad,vigente,7,2025-03-01
988,302,2,8,continuidad,vigente,8,2025-08-01
989,303,6,5,nueva,retirada,1,2024-03-01
990,304,5,3,nueva,vigente,1,2023-03-01
991,304,5,4,continuidad,vigente,2,2023-08-01
992,304,5,5,continuidad,vigente,3,2024-03-01
993,304,5,6,continuidad,vigente,4,2024-08-01
994,304,5,7,continuidad,vigente,5,2025-03-01
995,304,5,8,continuidad,vigente,6,2025-08-01
996,305,4,7,nueva,vigente,1,2025-03-01
997,305,4,8,continuidad,vigente,2,2025-08-01
998,306,1,3,nueva,vigente,1,2023-03-01
999,306,1,4,continuidad,vigente,2,2023-08-01
1000,306,1,5,continuidad,vigente,3,2024-03-01
1001,306,1,6,continuidad,vigente,4,2024-08-01
1002,306,1,7,continuidad,vigente,5,2025-03-01
1003,306,1,8,continuidad,vigente,6,2025-08-01
1004,307,4,5,nueva,vigente,1,2024-03-01
1005,307,4,6,continuidad,suspendida,2,2024-08-01
1006,308,2,5,nueva,retirada,1,2024-03-01
1007,309,1,7,nueva,vigente,1,2025-03-01
1008,309,1,8,continuidad,vigente,2,2025-08-01
1009,310,4,4,nueva,vigente,1,2023-08-01
1010,310,4,5,continuidad,vigente,2,2024-03-01
1011,310,4,6,continuidad,vigente,3,2024-08-01
1012,310,4,7,continuidad,retirada,4,2025-03-01
1013,311,6,8,nueva,vigente,1,2025-08-01
1014,312,2,3,nueva,vigente,1,2023-03-01
1015,312,2,4,continuidad,vigente,2,2023-08-01
1016,312,2,5,continuidad,vigente,3,2024-03-01
1017,312,2,6,continuidad,vigente,4,2024-08-01
1018,312,2,7,continuidad,vigente,5,2025-03-01
1019,312,2,8,continuidad,vigente,6,2025-08-01
1020,313,6,8,nueva,vigente,1,2025-08-01
1021,314,4,8,nueva,vigente,1,2025-08-01
1022,315,3,8,nueva,vigente,1,2025-08-01
1023,316,5,8,nueva,vigente,1,2025-08-01
1024,317,4,7,nueva,vigente,1,2025-03-01
1025,317,4,8,continuidad,vigente,2,2025-08-01
1026,318,4,1,nueva,vigente,1,2022-03-01
1027,318,4,2,continuidad,vigente,2,2022-08-01
1028,318,4,3,continuidad,vigente,3,2023-03-01
1029,318,4,4,continuidad,retirada,4,2023-08-01
1030,319,6,3,nueva,vigente,1,2023-03-01
1031,319,6,4,continuidad,vigente,2,2023-08-01
1032,319,6,5,continuidad,vigente,3,2024-03-01
1033,319,6,6,continuidad,retirada,4,2024-08-01
1034,320,5,7,nueva,vigente,1,2025-03-01
1035,320,5,8,continuidad,vigente,2,2025-08-01
1036,321,6,2,nueva,vigente,1,2022-08-01
1037,321,6,3,continuidad,vigente,2,2023-03-01
1038,321,6,4,continuidad,vigente,3,2023-08-01
1039,321,6,5,continuidad,vigente,4,2024-03-01
1040,321,6,6,continuidad,suspendida,5,2024-08-01
1041,322,3,6,nueva,suspendida,1,2024-08-01
1042,323,4,7,nueva,vigente,1,2025-03-01
1043,323,4,8,continuidad,vigente,2,2025-08-01
1044,324,3,6,nueva,vigente,1,2024-08-01
1045,324,3,7,continuidad,suspendida,2,2025-03-01
1046,325,5,7,nueva,vigente,1,2025-03-01
1047,325,5,8,continuidad,vigente,2,2025-08-01
1048,326,4,5,nueva,suspendida,1,2024-03-01
1049,327,6,4,nueva,vigente,1,2023-08-01
1050,327,6,5,continuidad,vigente,2,2024-03-01
1051,327,6,6,continuidad,vigente,3,2024-08-01
1052,327,6,7,continuidad,vigente,4,2025-03-01
1053,327,6,8,continuidad,vigente,5,2025-08-01
1054,328,6,8,nueva,vigente,1,2025-08-01
1055,329,4,5,nueva,suspendida,1,2024-03-01
1056,330,5,6,nueva,vigente,1,2024-08-01
1057,330,5,7,continuidad,vigente,2,2025-03-01
1058,330,5,8,continuidad,vigente,3,2025-08-01
1059,331,3,2,nueva,vigente,1,2022-08-01
1060,331,3,3,continuidad,vigente,2,2023-03-01
1061,331,3,4,continuidad,vigente,3,2023-08-01
1062,331,3,5,continuidad,vigente,4,2024-03-01
1063,331,3,6,continuidad,vigente,5,2024-08-01
1064,332,2,3,nueva,vigente,1,2023-03-01
1065,332,2,4,continuidad,vigente,2,2023-08-01
1066,332,2,5,continuidad,vigente,3,2024-03-01
1067,332,2,6,continuidad,vigente,4,2024-08-01
1068,332,2,7,continuidad,vigente,5,2025-03-01
1069,332,2,8,continuidad,vigente,6,2025-08-01
1070,333,1,5,nueva,vigente,1,2024-03-01
1071,333,1,6,continuidad,retirada,2,2024-08-01
1072,334,4,3,nueva,vigente,1,2023-03-01
1073,334,4,4,continuidad,vigente,2,2023-08-01
1074,334,4,5,continuidad,suspendida,3,2024-03-01
1075,335,6,3,nueva,suspendida,1,2023-03-01
1076,336,2,5,nueva,vigente,1,2024-03-01
1077,336,2,6,continuidad,suspendida,2,2024-08-01
1078,337,5,1,nueva,vigente,1,2022-03-01
