id_inscripcion,id_estudiante,id_asignatura,id_periodo,nota_final,estado_asignatura,creditos_inscritos,fecha_inscripcion
1338,80,63,7,4.1,aprobada,6,2025-03-01
1339,80,64,7,4.5,aprobada,6,2025-03-01
1340,80,65,7,4.7,aprobada,6,2025-03-01
1341,80,66,8,5.6,aprobada,6,2025-08-01
1342,80,67,8,6.4,aprobada,6,2025-08-01
1343,80,68,8,5.4,aprobada,6,2025-08-01
1344,80,69,8,4.5,aprobada,6,2025-08-01
1345,80,70,8,5.5,aprobada,6,2025-08-01
1346,81,106,1,4.2,aprobada,6,2022-03-01
1347,81,107,1,3.7,reprobada,6,2022-03-01
1348,81,108,1,4.5,aprobada,6,2022-03-01
1349,81,109,1,3.3,reprobada,6,2022-03-01
1350,81,110,1,4.2,aprobada,6,2022-03-01
1351,81,111,2,5.2,aprobada,6,2022-08-01
1352,81,112,2,5.3,aprobada,6,2022-08-01
1353,81,113,2,3.5,reprobada,6,2022-08-01
1354,81,114,2,4.6,aprobada,6,2022-08-01
1355,81,115,2,3.6,reprobada,6,2022-08-01
1356,81,116,3,5.6,aprobada,6,2023-03-01
1357,81,117,3,5.7,aprobada,6,2023-03-01
1358,81,118,3,3.9,reprobada,6,2023-03-01
1359,81,119,3,5.3,aprobada,6,2023-03-01
1360,81,120,3,3.5,reprobada,6,2023-03-01
1361,81,121,4,5.4,aprobada,6,2023-08-01
1362,81,122,4,4.9,aprobada,6,2023-08-01
1363,81,123,4,6.6,aprobada,6,2023-08-01
1364,81,124,4,3.8,reprobada,6,2023-08-01
1365,81,125,4,4.8,aprobada,6,2023-08-01
1366,81,126,5,6.1,aprobada,6,2024-03-01
1367,81,127,5,5.4,aprobada,6,2024-03-01
1368,81,128,5,5.6,aprobada,6,2024-03-01
1369,81,129,5,2.9,reprobada,6,2024-03-01
1370,81,130,5,5.5,aprobada,6,2024-03-01
1371,83,106,3,4.5,aprobada,6,2023-03-01
1372,83,107,3,4.1,aprobada,6,2023-03-01
1373,83,108,3,4.7,aprobada,6,2023-03-01
1374,83,109,3,7.0,aprobada,6,2023-03-01
1375,83,110,3,5.6,aprobada,6,2023-03-01
1376,83,111,4,4.9,aprobada,6,2023-08-01
1377,83,112,4,5.7,aprobada,6,2023-08-01
1378,83,113,4,4.8,aprobada,6,2023-08-01
1379,83,114,4,5.7,aprobada,6,2023-08-01
1380,83,115,4,3.8,reprobada,6,2023-08-01
1381,83,116,5,5.4,aprobada,6,2024-03-01
1382,83,117,5,5.4,aprobada,6,2024-03-01
1383,83,118,5,5.1,aprobada,6,2024-03-01
1384,83,119,5,5.6,aprobada,6,2024-03-01
1385,83,120,5,5.8,aprobada,6,2024-03-01
1386,83,121,6,6.2,aprobada,6,2024-08-01
1387,83,122,6,4.6,aprobada,6,2024-08-01
1388,83,123,6,5.2,aprobada,6,2024-08-01
1389,83,124,6,5.1,aprobada,6,2024-08-01
1390,83,125,6,4.6,aprobada,6,2024-08-01
1391,83,126,7,5.0,aprobada,6,2025-03-01
1392,83,127,7,5.9,aprobada,6,2025-03-01
1393,83,128,7,4.6,aprobada,6,2025-03-01
1394,83,129,7,5.6,aprobada,6,2025-03-01
1395,83,130,7,6.1,aprobada,6,2025-03-01
1396,84,41,3,4.6,aprobada,6,2023-03-01
1397,84,42,3,4.3,aprobada,6,2023-03-01
1398,84,43,3,4.2,aprobada,6,2023-03-01
1399,84,44,3,5.3,aprobada,6,2023-03-01
1400,84,45,3,4.3,aprobada,6,2023-03-01
1401,84,46,4,7.0,aprobada,6,2023-08-01
1402,84,47,4,4.1,aprobada,6,2023-08-01
1403,84,48,4,4.9,aprobada,6,2023-08-01
1404,84,49,4,7.0,aprobada,6,2023-08-01
1405,84,50,4,4.0,aprobada,6,2023-08-01
1406,86,106,7,5.0,aprobada,6,2025-03-01
1407,86,107,7,4.9,aprobada,6,2025-03-01
1408,86,108,7,4.0,aprobada,6,2025-03-01
1409,86,109,7,6.1,aprobada,6,2025-03-01
1410,86,110,7,4.4,aprobada,6,2025-03-01
1411,86,111,8,5.6,aprobada,6,2025-08-01
1412,86,112,8,5.1,aprobada,6,2025-08-01
1413,86,113,8,5.7,aprobada,6,2025-08-01
1414,86,114,8,5.1,aprobada,6,2025-08-01
1415,86,115,8,3.4,reprobada,6,2025-08-01
1416,88,81,7,5.7,aprobada,6,2025-03-01
1417,88,82,7,5.2,aprobada,6,2025-03-01
1418,88,83,7,4.5,aprobada,6,2025-03-01
1419,88,84,7,5.5,aprobada,6,2025-03-01
1420,88,85,7,5.1,aprobada,6,2025-03-01
1421,88,86,8,4.7,aprobada,6,2025-08-01
1422,88,87,8,4.4,aprobada,6,2025-08-01
1423,88,88,8,4.6,aprobada,6,2025-08-01
1424,88,89,8,4.6,aprobada,6,2025-08-01
1425,88,90,8,4.2,aprobada,6,2025-08-01
1426,89,171,3,5.1,aprobada,6,2023-03-01
1427,89,172,3,4.8,aprobada,6,2023-03-01
1428,89,173,3,5.4,aprobada,6,2023-03-01
1429,89,174,3,4.1,aprobada,6,2023-03-01
1430,89,175,3,3.3,reprobada,6,2023-03-01
1431,89,176,4,3.1,reprobada,6,2023-08-01
1432,89,177,4,6.1,aprobada,6,2023-08-01
1433,89,178,4,4.6,aprobada,6,2023-08-01
1434,89,179,4,6.4,aprobada,6,2023-08-01
1435,89,180,4,4.2,aprobada,6,2023-08-01
1436,89,181,5,4.6,aprobada,6,2024-03-01
1437,89,182,5,5.7,aprobada,6,2024-03-01
1438,89,183,5,4.3,aprobada,6,2024-03-01
1439,89,184,5,5.0,aprobada,6,2024-03-01
1440,89,185,5,5.4,aprobada,6,2024-03-01
1441,90,106,6,5.4,aprobada,6,2024-08-01
1442,90,107,6,4.8,aprobada,6,2024-08-01
1443,90,108,6,5.0,aprobada,6,2024-08-01
1444,90,109,6,4.7,aprobada,6,2024-08-01
1445,90,110,6,5.6,aprobada,6,2024-08-01
1446,90,111,7,5.3,aprobada,6,2025-03-01
1447,90,112,7,5.4,aprobada,6,2025-03-01
1448,90,113,7,5.4,aprobada,6,2025-03-01
1449,90,114,7,6.3,aprobada,6,2025-03-01
1450,90,115,7,3.3,reprobada,6,2025-03-01
1451,90,116,8,5.2,aprobada,6,2025-08-01
1452,90,117,8,3.9,reprobada,6,2025-08-01
1453,90,118,8,4.3,aprobada,6,2025-08-01
1454,90,119,8,4.1,aprobada,6,2025-08-01
1455,90,120,8,4.5,aprobada,6,2025-08-01
1456,91,131,7,5.8,aprobada,6,2025-03-01
1457,91,132,7,4.2,aprobada,6,2025-03-01
1458,91,133,7,4.2,aprobada,6,2025-03-01
1459,91,134,7,4.5,aprobada,6,2025-03-01
1460,91,135,7,5.9,aprobada,6,2025-03-01
1461,91,136,8,4.2,aprobada,6,2025-08-01
1462,91,137,8,5.9,aprobada,6,2025-08-01
1463,91,138,8,5.0,aprobada,6,2025-08-01
1464,91,139,8,4.8,aprobada,6,2025-08-01
1465,91,140,8,5.5,aprobada,6,2025-08-01
1466,92,81,3,5.6,aprobada,6,2023-03-01
1467,92,82,3,6.1,aprobada,6,2023-03-01
1468,92,83,3,4.9,aprobada,6,2023-03-01
1469,92,84,3,5.0,aprobada,6,2023-03-01
1470,92,85,3,5.9,aprobada,6,2023-03-01
1471,92,86,4,4.9,aprobada,6,2023-08-01
1472,92,87,4,3.9,reprobada,6,2023-08-01
1473,92,88,4,5.4,aprobada,6,2023-08-01
1474,92,89,4,6.2,aprobada,6,2023-08-01
1475,92,90,4,7.0,aprobada,6,2023-08-01
1476,92,91,5,5.6,aprobada,6,2024-03-01
1477,92,92,5,4.9,aprobada,6,2024-03-01
1478,92,93,5,4.8,aprobada,6,2024-03-01
1479,92,94,5,4.6,aprobada,6,2024-03-01
1480,92,95,5,5.6,aprobada,6,2024-03-01
1481,92,96,6,4.5,aprobada,6,2024-08-01
1482,92,97,6,5.5,aprobada,6,2024-08-01
1483,92,98,6,5.4,aprobada,6,2024-08-01
1484,92,99,6,4.2,aprobada,6,2024-08-01
1485,92,100,6,5.7,aprobada,6,2024-08-01
1486,92,101,7,5.7,aprobada,6,2025-03-01
1487,92,102,7,6.3,aprobada,6,2025-03-01
1488,92,103,7,4.8,aprobada,6,2025-03-01
1489,92,104,7,4.1,aprobada,6,2025-03-01
1490,92,105,7,5.2,aprobada,6,2025-03-01
1491,93,131,7,5.3,aprobada,6,2025-03-01
1492,93,132,7,4.2,aprobada,6,2025-03-01
1493,93,133,7,6.2,aprobada,6,2025-03-01
1494,93,134,7,4.7,aprobada,6,2025-03-01
1495,93,135,7,4.7,aprobada,6,2025-03-01
1496,93,136,8,6.3,aprobada,6,2025-08-01
1497,93,137,8,5.1,aprobada,6,2025-08-01
1498,93,138,8,5.5,aprobada,6,2025-08-01
1499,93,139,8,5.8,aprobada,6,2025-08-01
1500,93,140,8,5.6,aprobada,6,2025-08-01
1501,94,41,5,5.3,aprobada,6,2024-03-01
1502,94,42,5,4.7,aprobada,6,2024-03-01
1503,94,43,5,5.2,aprobada,6,2024-03-01
1504,94,44,5,5.7,aprobada,6,2024-03-01
1505,94,45,5,4.5,aprobada,6,2024-03-01
1506,94,46,6,3.2,reprobada,6,2024-08-01
1507,94,47,6,4.2,aprobada,6,2024-08-01
1508,94,48,6,4.2,aprobada,6,2024-08-01
1509,94,49,6,4.5,aprobada,6,2024-08-01
1510,94,50,6,4.6,aprobada,6,2024-08-01
1511,94,51,7,5.2,aprobada,6,2025-03-01
1512,94,52,7,4.5,aprobada,6,2025-03-01
1513,94,53,7,5.1,aprobada,6,2025-03-01
1514,94,54,7,3.3,reprobada,6,2025-03-01
1515,94,55,7,6.4,aprobada,6,2025-03-01
1516,94,56,8,5.7,aprobada,6,2025-08-01
1517,94,57,8,5.9,aprobada,6,2025-08-01
1518,94,58,8,4.8,aprobada,6,2025-08-01
1519,94,59,8,4.8,aprobada,6,2025-08-01
1520,94,60,8,3.5,reprobada,6,2025-08-01
1521,95,1,2,4.6,aprobada,6,2022-08-01
1522,95,2,2,6.2,aprobada,6,2022-08-01
1523,95,3,2,6.0,aprobada,6,2022-08-01
1524,95,4,2,4.5,aprobada,6,2022-08-01
1525,95,5,2,5.1,aprobada,6,2022-08-01
1526,95,6,3,6.2,aprobada,6,2023-03-01
1527,95,7,3,5.3,aprobada,6,2023-03-01
1528,95,8,3,5.9,aprobada,6,2023-03-01
1529,95,9,3,4.2,aprobada,6,2023-03-01
1530,95,10,3,4.1,aprobada,6,2023-03-01
1531,96,41,7,5.5,aprobada,6,2025-03-01
1532,96,42,7,5.1,aprobada,6,2025-03-01
1533,96,43,7,5.2,aprobada,6,2025-03-01
1534,96,44,7,5.5,aprobada,6,2025-03-01
1535,96,45,7,4.3,aprobada,6,2025-03-01
1536,96,46,8,5.0,aprobada,6,2025-08-01
1537,96,47,8,6.3,aprobada,6,2025-08-01
1538,96,48,8,5.1,aprobada,6,2025-08-01
1539,96,49,8,4.2,aprobada,6,2025-08-01
1540,96,50,8,4.7,aprobada,6,2025-08-01
1541,97,106,3,4.3,aprobada,6,2023-03-01
1542,97,107,3,3.5,reprobada,6,2023-03-01
1543,97,108,3,5.5,aprobada,6,2023-03-01
1544,97,109,3,5.4,aprobada,6,2023-03-01
1545,97,110,3,3.3,reprobada,6,2023-03-01
1546,97,111,4,5.3,aprobada,6,2023-08-01
1547,97,112,4,5.9,aprobada,6,2023-08-01
1548,97,113,4,6.0,aprobada,6,2023-08-01
1549,97,114,4,5.7,aprobada,6,2023-08-01
1550,97,115,4,4.8,aprobada,6,2023-08-01
1551,97,116,5,4.6,aprobada,6,2024-03-01
1552,97,117,5,5.1,aprobada,6,2024-03-01
1553,97,118,5,4.4,aprobada,6,2024-03-01
1554,97,119,5,4.3,aprobada,6,2024-03-01
1555,97,120,5,4.5,aprobada,6,2024-03-01
1556,97,121,6,5.3,aprobada,6,2024-08-01
1557,97,122,6,4.6,aprobada,6,2024-08-01
1558,97,123,6,5.7,aprobada,6,2024-08-01
1559,97,124,6,5.6,aprobada,6,2024-08-01
1560,97,125,6,3.5,reprobada,6,2024-08-01
1561,100,106,1,6.8,aprobada,6,2022-03-01
1562,100,107,1,3.4,reprobada,6,2022-03-01
1563,100,108,1,4.7,aprobada,6,2022-03-01
1564,100,109,1,5.1,aprobada,6,2022-03-01
1565,100,110,1,5.3,aprobada,6,2022-03-01
1566,100,111,2,5.2,aprobada,6,2022-08-01
1567,100,112,2,3.6,reprobada,6,2022-08-01
1568,100,113,2,3.7,reprobada,6,2022-08-01
1569,100,114,2,6.0,aprobada,6,2022-08-01
1570,100,115,2,5.2,aprobada,6,2022-08-01
1571,100,116,3,5.1,aprobada,6,2023-03-01
1572,100,117,3,5.7,aprobada,6,2023-03-01
1573,100,118,3,6.9,aprobada,6,2023-03-01
1574,100,119,3,5.5,aprobada,6,2023-03-01
1575,100,120,3,4.0,aprobada,6,2023-03-01
1576,100,121,4,5.8,aprobada,6,2023-08-01
1577,100,122,4,4.4,aprobada,6,2023-08-01
1578,100,123,4,4.9,aprobada,6,2023-08-01
1579,100,124,4,5.8,aprobada,6,2023-08-01
1580,100,125,4,4.3,aprobada,6,2023-08-01
1581,100,126,5,6.7,aprobada,6,2024-03-01
1582,100,127,5,5.5,aprobada,6,2024-03-01
1583,100,128,5,6.4,aprobada,6,2024-03-01
1584,100,129,5,4.8,aprobada,6,2024-03-01
1585,100,130,5,5.9,aprobada,6,2024-03-01
1586,101,106,3,2.8,reprobada,6,2023-03-01
1587,101,107,3,6.0,aprobada,6,2023-03-01
1588,101,108,3,5.2,aprobada,6,2023-03-01
1589,101,109,3,4.3,aprobada,6,2023-03-01
1590,101,110,3,5.4,aprobada,6,2023-03-01
1591,101,111,4,5.1,aprobada,6,2023-08-01
1592,101,112,4,5.0,aprobada,6,2023-08-01
1593,101,113,4,5.5,aprobada,6,2023-08-01
1594,101,114,4,3.9,reprobada,6,2023-08-01
1595,101,115,4,3.5,reprobada,6,2023-08-01
1596,101,116,5,5.1,aprobada,6,2024-03-01
1597,101,117,5,5.7,aprobada,6,2024-03-01
1598,101,118,5,5.3,aprobada,6,2024-03-01
1599,101,119,5,4.9,aprobada,6,2024-03-01
1600,101,120,5,5.6,aprobada,6,2024-03-01
1601,101,121,6,6.5,aprobada,6,2024-08-01
1602,101,122,6,4.2,aprobada,6,2024-08-01
1603,101,123,6,4.4,aprobada,6,2024-08-01
1604,101,124,6,5.7,aprobada,6,2024-08-01
1605,101,125,6,5.0,aprobada,6,2024-08-01
1606,101,126,7,3.8,reprobada,6,2025-03-01
1607,101,127,7,5.0,aprobada,6,2025-03-01
1608,101,128,7,3.6,reprobada,6,2025-03-01
1609,101,129,7,4.4,aprobada,6,2025-03-01
1610,101,130,7,4.2,aprobada,6,2025-03-01
1611,102,81,5,5.2,aprobada,6,2024-03-01
1612,102,82,5,4.8,aprobada,6,2024-03-01
1613,102,83,5,3.0,reprobada,6,2024-03-01
1614,102,84,5,4.3,aprobada,6,2024-03-01
1615,102,85,5,4.1,aprobada,6,2024-03-01
1616,103,41,8,5.6,aprobada,6,2025-08-01
1617,103,42,8,5.7,aprobada,6,2025-08-01
1618,103,43,8,3.7,reprobada,6,2025-08-01
1619,103,44,8,4.1,aprobada,6,2025-08-01
1620,103,45,8,4.2,aprobada,6,2025-08-01
1621,104,106,4,5.5,aprobada,6,2023-08-01
1622,104,107,4,3.8,reprobada,6,2023-08-01
1623,104,108,4,3.2,reprobada,6,2023-08-01
1624,104,109,4,5.8,aprobada,6,2023-08-01
1625,104,110,4,6.2,aprobada,6,2023-08-01
1626,104,111,5,5.8,aprobada,6,2024-03-01
1627,104,112,5,5.1,aprobada,6,2024-03-01
1628,104,113,5,4.3,aprobada,6,2024-03-01
1629,104,114,5,3.1,reprobada,6,2024-03-01
1630,104,115,5,6.5,aprobada,6,2024-03-01
1631,105,106,7,4.8,aprobada,6,2025-03-01
1632,105,107,7,4.5,aprobada,6,2025-03-01
1633,105,108,7,4.6,aprobada,6,2025-03-01
1634,105,109,7,4.3,aprobada,6,2025-03-01
1635,105,110,7,3.1,reprobada,6,2025-03-01
1636,105,111,8,4.9,aprobada,6,2025-08-01
1637,105,112,8,4.8,aprobada,6,2025-08-01
1638,105,113,8,4.6,aprobada,6,2025-08-01
1639,105,114,8,4.3,aprobada,6,2025-08-01
1640,105,115,8,5.4,aprobada,6,2025-08-01
1641,106,81,5,5.8,aprobada,6,2024-03-01
1642,106,82,5,6.2,aprobada,6,2024-03-01
1643,106,83,5,4.8,aprobada,6,2024-03-01
1644,106,84,5,3.5,reprobada,6,2024-03-01
1645,106,85,5,6.1,aprobada,6,2024-03-01
1646,106,86,6,4.3,aprobada,6,2024-08-01
1647,106,87,6,4.8,aprobada,6,2024-08-01
1648,106,88,6,4.1,aprobada,6,2024-08-01
1649,106,89,6,5.2,aprobada,6,2024-08-01
1650,106,90,6,5.1,aprobada,6,2024-08-01
1651,106,91,7,6.0,aprobada,6,2025-03-01
1652,106,92,7,6.1,aprobada,6,2025-03-01
1653,106,93,7,3.8,reprobada,6,2025-03-01
1654,106,94,7,4.6,aprobada,6,2025-03-01
1655,106,95,7,5.1,aprobada,6,2025-03-01
1656,106,96,8,4.8,aprobada,6,2025-08-01
1657,106,97,8,5.8,aprobada,6,2025-08-01
1658,106,98,8,4.4,aprobada,6,2025-08-01
1659,106,99,8,5.3,aprobada,6,2025-08-01
1660,106,100,8,5.3,aprobada,6,2025-08-01
1661,108,171,5,5.7,aprobada,6,2024-03-01
1662,108,172,5,3.7,reprobada,6,2024-03-01
1663,108,173,5,3.8,reprobada,6,2024-03-01
1664,108,174,5,4.0,aprobada,6,2024-03-01
1665,108,175,5,5.3,aprobada,6,2024-03-01
1666,108,176,6,5.5,aprobada,6,2024-08-01
1667,108,177,6,4.8,aprobada,6,2024-08-01
1668,108,178,6,4.5,aprobada,6,2024-08-01
1669,108,179,6,5.8,aprobada,6,2024-08-01
1670,108,180,6,5.8,aprobada,6,2024-08-01
1671,108,181,7,5.1,aprobada,6,2025-03-01
1672,108,182,7,5.8,aprobada,6,2025-03-01
1673,108,183,7,4.3,aprobada,6,2025-03-01
1674,108,184,7,4.7,aprobada,6,2025-03-01
1675,108,185,7,4.2,aprobada,6,2025-03-01
1676,108,186,8,5.5,aprobada,6,2025-08-01
1677,108,187,8,5.6,aprobada,6,2025-08-01
1678,108,188,8,6.0,aprobada,6,2025-08-01
1679,108,189,8,6.0,aprobada,6,2025-08-01
1680,108,190,8,4.1,aprobada,6,2025-08-01
1681,109,171,8,3.4,reprobada,6,2025-08-01
1682,109,172,8,4.9,aprobada,6,2025-08-01
1683,109,173,8,4.2,aprobada,6,2025-08-01
1684,109,174,8,3.7,reprobada,6,2025-08-01
1685,109,175,8,5.2,aprobada,6,2025-08-01
1686,110,81,2,2.6,reprobada,6,2022-08-01
1687,110,82,2,5.2,aprobada,6,2022-08-01
1688,110,83,2,5.4,aprobada,6,2022-08-01
1689,110,84,2,3.6,reprobada,6,2022-08-01
1690,110,85,2,4.9,aprobada,6,2022-08-01
1691,110,86,3,4.9,aprobada,6,2023-03-01
1692,110,87,3,5.5,aprobada,6,2023-03-01
1693,110,88,3,4.4,aprobada,6,2023-03-01
1694,110,89,3,3.3,reprobada,6,2023-03-01
1695,110,90,3,5.7,aprobada,6,2023-03-01
1696,110,91,4,4.6,aprobada,6,2023-08-01
1697,110,92,4,6.3,aprobada,6,2023-08-01
1698,110,93,4,7.0,aprobada,6,2023-08-01
1699,110,94,4,5.4,aprobada,6,2023-08-01
1700,110,95,4,5.2,aprobada,6,2023-08-01
1701,110,96,5,4.3,aprobada,6,2024-03-01
1702,110,97,5,5.4,aprobada,6,2024-03-01
1703,110,98,5,5.6,aprobada,6,2024-03-01
1704,110,99,5,4.6,aprobada,6,2024-03-01
1705,110,100,5,4.4,aprobada,6,2024-03-01
1706,110,101,6,4.5,aprobada,6,2024-08-01
1707,110,102,6,5.2,aprobada,6,2024-08-01
1708,110,103,6,5.3,aprobada,6,2024-08-01
1709,110,104,6,5.7,aprobada,6,2024-08-01
1710,110,105,6,6.2,aprobada,6,2024-08-01
1711,111,171,1,5.4,aprobada,6,2022-03-01
1712,111,172,1,5.1,aprobada,6,2022-03-01
1713,111,173,1,2.8,reprobada,6,2022-03-01
1714,111,174,1,4.7,aprobada,6,2022-03-01
1715,111,175,1,4.0,aprobada,6,2022-03-01
1716,112,1,7,3.8,reprobada,6,2025-03-01
1717,112,2,7,6.0,aprobada,6,2025-03-01
1718,112,3,7,2.5,reprobada,6,2025-03-01
1719,112,4,7,4.0,aprobada,6,2025-03-01
1720,112,5,7,4.0,aprobada,6,2025-03-01
1721,112,6,8,5.7,aprobada,6,2025-08-01
1722,112,7,8,4.5,aprobada,6,2025-08-01
1723,112,8,8,4.1,aprobada,6,2025-08-01
1724,112,9,8,4.9,aprobada,6,2025-08-01
1725,112,10,8,6.1,aprobada,6,2025-08-01
1726,113,171,5,4.1,aprobada,6,2024-03-01
1727,113,172,5,6.4,aprobada,6,2024-03-01
1728,113,173,5,4.2,aprobada,6,2024-03-01
1729,113,174,5,5.0,aprobada,6,2024-03-01
1730,113,175,5,4.9,aprobada,6,2024-03-01
1731,113,176,6,4.3,aprobada,6,2024-08-01
1732,113,177,6,5.3,aprobada,6,2024-08-01
1733,113,178,6,3.6,reprobada,6,2024-08-01
1734,113,179,6,4.7,aprobada,6,2024-08-01
1735,113,180,6,4.1,aprobada,6,2024-08-01
1736,113,181,7,5.0,aprobada,6,2025-03-01
1737,113,182,7,5.4,aprobada,6,2025-03-01
1738,113,183,7,5.4,aprobada,6,2025-03-01
1739,113,184,7,2.7,reprobada,6,2025-03-01
1740,113,185,7,4.5,aprobada,6,2025-03-01
1741,113,186,8,3.4,reprobada,6,2025-08-01
1742,113,187,8,4.8,aprobada,6,2025-08-01
1743,113,188,8,5.5,aprobada,6,2025-08-01
1744,113,189,8,5.0,aprobada,6,2025-08-01
1745,113,190,8,6.6,aprobada,6,2025-08-01
1746,115,81,4,4.5,aprobada,6,2023-08-01
1747,115,82,4,5.2,aprobada,6,2023-08-01
1748,115,83,4,6.4,aprobada,6,2023-08-01
1749,115,84,4,6.7,aprobada,6,2023-08-01
1750,115,85,4,7.0,aprobada,6,2023-08-01
1751,115,86,5,4.8,aprobada,6,2024-03-01
1752,115,87,5,4.9,aprobada,6,2024-03-01
1753,115,88,5,5.7,aprobada,6,2024-03-01
1754,115,89,5,5.6,aprobada,6,2024-03-01
1755,115,90,5,3.3,reprobada,6,2024-03-01
1756,115,91,6,5.0,aprobada,6,2024-08-01
1757,115,92,6,6.0,aprobada,6,2024-08-01
1758,115,93,6,4.1,aprobada,6,2024-08-01
1759,115,94,6,2.7,reprobada,6,2024-08-01
1760,115,95,6,3.3,reprobada,6,2024-08-01
1761,116,106,8,6.2,aprobada,6,2025-08-01
1762,116,107,8,5.2,aprobada,6,2025-08-01
1763,116,108,8,5.9,aprobada,6,2025-08-01
1764,116,109,8,5.4,aprobada,6,2025-08-01
1765,116,110,8,4.9,aprobada,6,2025-08-01
1766,117,131,2,5.1,aprobada,6,2022-08-01
1767,117,132,2,4.4,aprobada,6,2022-08-01
1768,117,133,2,4.1,aprobada,6,2022-08-01
1769,117,134,2,5.7,aprobada,6,2022-08-01
1770,117,135,2,5.3,aprobada,6,2022-08-01
1771,117,136,3,4.3,aprobada,6,2023-03-01
1772,117,137,3,5.3,aprobada,6,2023-03-01
1773,117,138,3,3.3,reprobada,6,2023-03-01
1774,117,139,3,5.1,aprobada,6,2023-03-01
1775,117,140,3,4.5,aprobada,6,2023-03-01
1776,117,141,4,4.6,aprobada,6,2023-08-01
1777,117,142,4,4.1,aprobada,6,2023-08-01
1778,117,143,4,5.4,aprobada,6,2023-08-01
1779,117,144,4,6.0,aprobada,6,2023-08-01
1780,117,145,4,4.5,aprobada,6,2023-08-01
1781,117,146,5,5.9,aprobada,6,2024-03-01
1782,117,147,5,4.7,aprobada,6,2024-03-01
1783,117,148,5,6.6,aprobada,6,2024-03-01
1784,117,149,5,6.6,aprobada,6,2024-03-01
1785,117,150,5,5.3,aprobada,6,2024-03-01
1786,117,151,6,4.6,aprobada,6,2024-08-01
1787,117,152,6,5.4,aprobada,6,2024-08-01
1788,117,153,6,5.2,aprobada,6,2024-08-01
1789,117,154,6,4.9,aprobada,6,2024-08-01
1790,117,155,6,4.8,aprobada,6,2024-08-01
1791,117,156,7,4.0,aprobada,6,2025-03-01
1792,117,157,7,4.3,aprobada,6,2025-03-01
1793,117,158,7,4.3,aprobada,6,2025-03-01
1794,117,159,7,3.7,reprobada,6,2025-03-01
1795,117,160,7,3.8,reprobada,6,2025-03-01
1796,117,161,8,6.1,aprobada,6,2025-08-01
1797,117,162,8,4.6,aprobada,6,2025-08-01
1798,117,163,8,6.1,aprobada,6,2025-08-01
1799,117,164,8,5.4,aprobada,6,2025-08-01
1800,117,165,8,5.2,aprobada,6,2025-08-01
1801,118,81,7,4.9,aprobada,6,2025-03-01
1802,118,82,7,5.6,aprobada,6,2025-03-01
1803,118,83,7,5.5,aprobada,6,2025-03-01
1804,118,84,7,5.0,aprobada,6,2025-03-01
1805,118,85,7,6.1,aprobada,6,2025-03-01
1806,118,86,8,6.3,aprobada,6,2025-08-01
1807,118,87,8,4.0,aprobada,6,2025-08-01
1808,118,88,8,5.5,aprobada,6,2025-08-01
1809,118,89,8,4.2,aprobada,6,2025-08-01
1810,118,90,8,4.8,aprobada,6,2025-08-01
1811,119,41,3,6.1,aprobada,6,2023-03-01
1812,119,42,3,2.2,reprobada,6,2023-03-01
1813,119,43,3,4.4,aprobada,6,2023-03-01
1814,119,44,3,3.6,reprobada,6,2023-03-01
1815,119,45,3,5.1,aprobada,6,2023-03-01
1816,119,46,4,4.5,aprobada,6,2023-08-01
1817,119,47,4,6.1,aprobada,6,2023-08-01
1818,119,48,4,6.0,aprobada,6,2023-08-01
1819,119,49,4,4.4,aprobada,6,2023-08-01
1820,119,50,4,5.9,aprobada,6,2023-08-01
1821,119,51,5,5.0,aprobada,6,2024-03-01
1822,119,52,5,4.1,aprobada,6,2024-03-01
1823,119,53,5,5.1,aprobada,6,2024-03-01
1824,119,54,5,5.1,aprobada,6,2024-03-01
1825,119,55,5,4.6,aprobada,6,2024-03-01
1826,119,56,6,4.7,aprobada,6,2024-08-01
1827,119,57,6,4.2,aprobada,6,2024-08-01
1828,119,58,6,4.1,aprobada,6,2024-08-01
1829,119,59,6,4.9,aprobada,6,2024-08-01
1830,119,60,6,2.6,reprobada,6,2024-08-01
1831,119,61,7,5.3,aprobada,6,2025-03-01
1832,119,62,7,5.6,aprobada,6,2025-03-01
1833,119,63,7,3.5,reprobada,6,2025-03-01
1834,119,64,7,4.7,aprobada,6,2025-03-01
1835,119,65,7,3.7,reprobada,6,2025-03-01
1836,119,66,8,5.1,aprobada,6,2025-08-01
1837,119,67,8,5.7,aprobada,6,2025-08-01
1838,119,68,8,5.0,aprobada,6,2025-08-01
1839,119,69,8,3.4,reprobada,6,2025-08-01
1840,119,70,8,4.8,aprobada,6,2025-08-01
1841,120,1,3,5.5,aprobada,6,2023-03-01
1842,120,2,3,2.8,reprobada,6,2023-03-01
1843,120,3,3,4.5,aprobada,6,2023-03-01
1844,120,4,3,4.6,aprobada,6,2023-03-01
1845,120,5,3,3.6,reprobada,6,2023-03-01
1846,120,6,4,5.9,aprobada,6,2023-08-01
1847,120,7,4,5.7,aprobada,6,2023-08-01
1848,120,8,4,4.9,aprobada,6,2023-08-01
1849,120,9,4,4.9,aprobada,6,2023-08-01
1850,120,10,4,5.2,aprobada,6,2023-08-01
1851,120,11,5,4.8,aprobada,6,2024-03-01
1852,120,12,5,3.9,reprobada,6,2024-03-01
1853,120,13,5,5.5,aprobada,6,2024-03-01
